k,m,a,t,n,n_symbol_copied,avg_info,n_copies,avg_len,avg_acc,time
8,0,1,0.5,1,copy:,1.90954,1625594,10.4667,0.5,11
8,0,1,0.5,4,copy:,1.89134,1721290,11.7168,0.5,10
8,0,1,0.5,8,copy:,1.87976,1462529,14.3274,0.5,12
8,0,1,0.7,1,copy:,2,0,-nan,-nan,23
8,0,1,0.7,4,copy:,2,0,-nan,-nan,49
8,0,1,0.7,8,copy:,2,0,-nan,-nan,94
8,0,1,0.8,1,copy:,2,0,-nan,-nan,26
8,0,1,0.8,4,copy:,2,0,-nan,-nan,53
8,0,1,0.8,8,copy:,2,0,-nan,-nan,96
8,0,0.1,0.5,1,copy:,2.0636,1625594,10.4667,0.5,10
8,0,0.1,0.5,4,copy:,2.05747,1721290,11.7168,0.5,11
8,0,0.1,0.5,8,copy:,2.02373,1462529,14.3274,0.5,13
8,0,0.1,0.7,1,copy:,1.61941,3156771,3.75062,0.906425,15
8,0,0.1,0.7,4,copy:,1.47737,4449929,3.65417,0.903082,21
8,0,0.1,0.7,8,copy:,1.44924,4236199,4.1938,0.896375,25
8,0,0.1,0.8,1,copy:,1.50046,3591802,2.92163,0.926358,16
8,0,0.1,0.8,4,copy:,1.25238,5299851,2.84237,0.930293,23
8,0,0.1,0.8,8,copy:,1.15486,5225926,3.18332,0.934478,31
8,0,0.01,0.5,1,copy:,2.2868,1625594,10.4667,0.5,10
8,0,0.01,0.5,4,copy:,2.29431,1721290,11.7168,0.5,11
8,0,0.01,0.5,8,copy:,2.22543,1462529,14.3274,0.5,14
8,0,0.01,0.7,1,copy:,1.66086,3156771,3.75062,0.966525,14
8,0,0.01,0.7,4,copy:,1.55524,4449929,3.65417,0.959008,20
8,0,0.01,0.7,8,copy:,1.55321,4236199,4.1938,0.946789,26
8,0,0.01,0.8,1,copy:,1.50855,3591802,2.92163,0.987325,16
8,0,0.01,0.8,4,copy:,1.26187,5299851,2.84237,0.987745,23
8,0,0.01,0.8,8,copy:,1.16593,5225926,3.18332,0.987242,31
8,1,1,0.5,1,copy:,1.96706,3836127,4.90178,0.413603,9
8,1,1,0.5,4,copy:,1.89624,1982792,10.4204,0.48276,11
8,1,1,0.5,8,copy:,1.8781,1428332,14.8542,0.495619,13
8,1,1,0.7,1,copy:,1.80571,7644281,1.95978,0.503791,13
8,1,1,0.7,4,copy:,1.53815,5990902,2.77675,0.658164,20
8,1,1,0.7,8,copy:,1.43199,5047986,3.48224,0.700007,29
8,1,1,0.8,1,copy:,2.01873,11309996,1,0.559374,17
8,1,1,0.8,4,copy:,1.78037,11309996,1,0.760077,35
8,1,1,0.8,8,copy:,1.68994,11309996,1,0.83779,58
8,1,0.1,0.5,1,copy:,2.14009,3836127,4.90178,0.284007,9
8,1,0.1,0.5,4,copy:,2.06782,1982792,10.4204,0.456901,10
8,1,0.1,0.5,8,copy:,2.01621,1428332,14.8542,0.489049,12
8,1,0.1,0.7,1,copy:,1.82401,7425685,2.047,0.484718,13
8,1,0.1,0.7,4,copy:,1.59775,5655547,3.00085,0.821912,20
8,1,0.1,0.7,8,copy:,1.52789,4654999,3.86084,0.878886,27
8,1,0.1,0.8,1,copy:,1.74885,8263945,1.73751,0.49438,15
8,1,0.1,0.8,4,copy:,1.40987,6657475,2.39817,0.84184,23
8,1,0.1,0.8,8,copy:,1.25883,5709555,2.96235,0.912688,32
8,1,0.01,0.5,1,copy:,2.39343,3836127,4.90178,0.245891,9
8,1,0.01,0.5,4,copy:,2.31242,1982792,10.4204,0.449295,10
8,1,0.01,0.5,8,copy:,2.2082,1428332,14.8542,0.487116,12
8,1,0.01,0.7,1,copy:,1.85532,7425685,2.047,0.478503,13
8,1,0.01,0.7,4,copy:,1.66817,5655547,3.00085,0.86803,20
8,1,0.01,0.7,8,copy:,1.62834,4654999,3.86084,0.928642,26
8,1,0.01,0.8,1,copy:,1.75668,8263945,1.73751,0.488937,13
8,1,0.01,0.8,4,copy:,1.41958,6657475,2.39817,0.889077,22
8,1,0.01,0.8,8,copy:,1.26995,5709555,2.96235,0.964525,31
10,0,1,0.5,1,copy:,1.89039,1283511,13.8851,0.5,13
10,0,1,0.5,4,copy:,1.8759,1336305,15.0672,0.5,13
10,0,1,0.5,8,copy:,1.86838,1180094,17.4958,0.5,15
10,0,1,0.7,1,copy:,2,0,-nan,-nan,22
10,0,1,0.7,4,copy:,2,0,-nan,-nan,49
10,0,1,0.7,8,copy:,2,0,-nan,-nan,79
10,0,1,0.8,1,copy:,2,0,-nan,-nan,23
10,0,1,0.8,4,copy:,2,0,-nan,-nan,47
10,0,1,0.8,8,copy:,2,0,-nan,-nan,79
10,0,0.1,0.5,1,copy:,2.01237,1283511,13.8851,0.5,12
10,0,0.1,0.5,4,copy:,2.00493,1336305,15.0672,0.5,14
10,0,0.1,0.5,8,copy:,1.98395,1180094,17.4958,0.5,15
10,0,0.1,0.7,1,copy:,1.59343,2599437,5.08943,0.903863,14
10,0,0.1,0.7,4,copy:,1.48868,3519491,4.69423,0.901374,19
10,0,0.1,0.7,8,copy:,1.46933,3378721,5.18684,0.896183,23
10,0,0.1,0.8,1,copy:,1.45832,3080678,3.80235,0.92558,16
10,0,0.1,0.8,4,copy:,1.27044,4333288,3.51139,0.929241,23
10,0,0.1,0.8,8,copy:,1.20585,4272048,3.81603,0.932343,26
10,0,0.01,0.5,1,copy:,2.18865,1283511,13.8851,0.5,12
10,0,0.01,0.5,4,copy:,2.1888,1336305,15.0672,0.5,13
10,0,0.01,0.5,8,copy:,2.14659,1180094,17.4958,0.5,15
10,0,0.01,0.7,1,copy:,1.63228,2599437,5.08943,0.963033,14
10,0,0.01,0.7,4,copy:,1.5538,3519491,4.69423,0.957006,20
10,0,0.01,0.7,8,copy:,1.55009,3378721,5.18684,0.947646,24
10,0,0.01,0.8,1,copy:,1.47023,3080678,3.80235,0.985424,15
10,0,0.01,0.8,4,copy:,1.28379,4333288,3.51139,0.986237,21
10,0,0.01,0.8,8,copy:,1.22032,4272048,3.81603,0.985787,28
10,1,1,0.5,1,copy:,1.93388,2995615,6.44534,0.414544,12
10,1,1,0.5,4,copy:,1.88306,1681496,12.2924,0.473532,14
10,1,1,0.5,8,copy:,1.87079,1319805,15.9417,0.481421,16
10,1,1,0.7,1,copy:,1.73909,6304547,2.50281,0.507043,14
10,1,1,0.7,4,copy:,1.54114,5053156,3.37372,0.641878,20
10,1,1,0.7,8,copy:,1.47226,4418296,4.00358,0.671647,25
10,1,1,0.8,1,copy:,1.97871,10989757,1,0.593836,17
10,1,1,0.8,4,copy:,1.77693,10989757,1,0.768964,32
10,1,1,0.8,8,copy:,1.71112,10989757,1,0.827055,47
10,1,0.1,0.5,1,copy:,2.07093,2995615,6.44534,0.28636,11
10,1,0.1,0.5,4,copy:,2.01939,1681496,12.2924,0.433831,13
10,1,0.1,0.5,8,copy:,1.98611,1319805,15.9417,0.453552,14
10,1,0.1,0.7,1,copy:,1.75705,6085145,2.63112,0.489815,13
10,1,0.1,0.7,4,copy:,1.58992,4753983,3.65214,0.784149,18
10,1,0.1,0.7,8,copy:,1.5434,4089718,4.40939,0.824291,23
10,1,0.1,0.8,1,copy:,1.66358,7023281,2.13745,0.50212,14
10,1,0.1,0.8,4,copy:,1.40601,5769598,2.82109,0.804993,20
10,1,0.1,0.8,8,copy:,1.30542,5113260,3.31248,0.856429,27
10,1,0.01,0.5,1,copy:,2.27113,2995615,6.44534,0.248659,11
10,1,0.01,0.5,4,copy:,2.21397,1681496,12.2924,0.422154,13
10,1,0.01,0.5,8,copy:,2.1478,1319805,15.9417,0.445355,14
10,1,0.01,0.7,1,copy:,1.78765,6085145,2.63112,0.484222,13
10,1,0.01,0.7,4,copy:,1.64895,4753983,3.65214,0.824272,19
10,1,0.01,0.7,8,copy:,1.62064,4089718,4.40939,0.86706,23
10,1,0.01,0.8,1,copy:,1.67506,7023281,2.13745,0.497509,14
10,1,0.01,0.8,4,copy:,1.41945,5769598,2.82109,0.846298,20
10,1,0.01,0.8,8,copy:,1.31994,5113260,3.31248,0.901235,27
12,0,1,0.5,1,copy:,1.88155,775190,21.6108,0.5,13
12,0,1,0.5,4,copy:,1.87485,796395,22.2103,0.5,15
12,0,1,0.5,8,copy:,1.87335,777393,22.9027,0.5,15
12,0,1,0.7,1,copy:,2,0,-nan,-nan,20
12,0,1,0.7,4,copy:,2,0,-nan,-nan,31
12,0,1,0.7,8,copy:,2,0,-nan,-nan,39
12,0,1,0.8,1,copy:,2,0,-nan,-nan,20
12,0,1,0.8,4,copy:,2,0,-nan,-nan,31
12,0,1,0.8,8,copy:,2,0,-nan,-nan,39
12,0,0.1,0.5,1,copy:,1.95567,775190,21.6108,0.5,12
12,0,0.1,0.5,4,copy:,1.9515,796395,22.2103,0.5,13
12,0,0.1,0.5,8,copy:,1.94832,777393,22.9027,0.5,14
12,0,0.1,0.7,1,copy:,1.63189,1529865,8.24383,0.897409,14
12,0,0.1,0.7,4,copy:,1.59633,1755742,7.84292,0.897024,17
12,0,0.1,0.7,8,copy:,1.59227,1730062,8.06172,0.896086,16
12,0,0.1,0.8,1,copy:,1.50958,1874494,5.85604,0.92381,14
12,0,0.1,0.8,4,copy:,1.44908,2171614,5.61756,0.925555,16
12,0,0.1,0.8,8,copy:,1.43981,2147622,5.7691,0.926039,17
12,0,0.01,0.5,1,copy:,2.06221,775190,21.6108,0.5,12
12,0,0.01,0.5,4,copy:,2.06103,796395,22.2103,0.5,14
12,0,0.01,0.5,8,copy:,2.05526,777393,22.9027,0.5,14
12,0,0.01,0.7,1,copy:,1.66181,1529865,8.24383,0.954226,14
12,0,0.01,0.7,4,copy:,1.63265,1755742,7.84292,0.952453,17
12,0,0.01,0.7,8,copy:,1.62968,1730062,8.06172,0.95081,17
12,0,0.01,0.8,1,copy:,1.52388,1874494,5.85604,0.981028,15
12,0,0.01,0.8,4,copy:,1.46422,2171614,5.61756,0.981723,16
12,0,0.01,0.8,8,copy:,1.45495,2147622,5.7691,0.981596,17
12,1,1,0.5,1,copy:,1.90794,1904252,9.46159,0.416408,13
12,1,1,0.5,4,copy:,1.88853,1468715,12.7264,0.439544,13
12,1,1,0.5,8,copy:,1.88618,1414836,13.2721,0.440139,14
12,1,1,0.7,1,copy:,1.70756,3951107,3.61156,0.514169,14
12,1,1,0.7,4,copy:,1.64222,3485482,4.26271,0.571795,17
12,1,1,0.7,8,copy:,1.63277,3385432,4.42787,0.574878,17
12,1,1,0.8,1,copy:,1.92679,8564421,1,0.657417,17
12,1,1,0.8,4,copy:,1.84572,8564421,1,0.748451,23
12,1,1,0.8,8,copy:,1.83518,8564421,1,0.760413,27
12,1,0.1,0.5,1,copy:,1.9975,1904252,9.46159,0.291021,12
12,1,0.1,0.5,4,copy:,1.97781,1468715,12.7264,0.348859,13
12,1,0.1,0.5,8,copy:,1.97288,1414836,13.2721,0.350349,13
12,1,0.1,0.7,1,copy:,1.72277,3799534,3.8249,0.501428,13
12,1,0.1,0.7,4,copy:,1.66566,3323085,4.55721,0.627432,16
12,1,0.1,0.7,8,copy:,1.65799,3221788,4.74224,0.630979,17
12,1,0.1,0.8,1,copy:,1.62471,4500926,2.94666,0.519131,14
12,1,0.1,0.8,4,copy:,1.53705,4002179,3.46055,0.648894,18
12,1,0.1,0.8,8,copy:,1.52317,3895548,3.58959,0.653987,18
12,1,0.01,0.5,1,copy:,2.12775,1904252,9.46159,0.254142,14
12,1,0.01,0.5,4,copy:,2.10641,1468715,12.7264,0.322187,13
12,1,0.01,0.5,8,copy:,2.09749,1414836,13.2721,0.32394,13
12,1,0.01,0.7,1,copy:,1.74877,3799534,3.8249,0.497283,15
12,1,0.01,0.7,4,copy:,1.69918,3323085,4.55721,0.643011,17
12,1,0.01,0.7,8,copy:,1.69293,3221788,4.74224,0.646709,17
12,1,0.01,0.8,1,copy:,1.63853,4500926,2.94666,0.516396,14
12,1,0.01,0.8,4,copy:,1.5521,4002179,3.46055,0.665918,16
12,1,0.01,0.8,8,copy:,1.53828,3895548,3.58959,0.671275,18
14,0,1,0.5,1,copy:,1.88498,246962,57.3656,0.500001,13
14,0,1,0.5,4,copy:,1.88104,236805,61.3818,0.500002,13
14,0,1,0.5,8,copy:,1.87994,231941,63.0661,0.500002,13
14,0,1,0.7,1,copy:,2,0,-nan,-nan,17
14,0,1,0.7,4,copy:,2,0,-nan,-nan,20
14,0,1,0.7,8,copy:,2,0,-nan,-nan,24
14,0,1,0.8,1,copy:,2,0,-nan,-nan,16
14,0,1,0.8,4,copy:,2,0,-nan,-nan,20
14,0,1,0.8,8,copy:,2,0,-nan,-nan,24
14,0,0.1,0.5,1,copy:,1.90919,246962,57.3656,0.500002,12
14,0,0.1,0.5,4,copy:,1.90428,236805,61.3818,0.500002,13
14,0,0.1,0.5,8,copy:,1.9027,231941,63.0661,0.500002,13
14,0,0.1,0.7,1,copy:,1.70575,469782,22.6121,0.871137,13
14,0,0.1,0.7,4,copy:,1.69458,450827,24.4432,0.870393,13
14,0,0.1,0.7,8,copy:,1.69221,440856,25.1792,0.870353,14
14,0,0.1,0.8,1,copy:,1.61719,622827,14.3092,0.916859,14
14,0,0.1,0.8,4,copy:,1.6022,593275,15.6659,0.915603,13
14,0,0.1,0.8,8,copy:,1.59904,579109,16.1925,0.915312,14
14,0,0.01,0.5,1,copy:,1.94322,246962,57.3656,0.500002,12
14,0,0.01,0.5,4,copy:,1.93691,236805,61.3818,0.500002,13
14,0,0.01,0.5,8,copy:,1.93466,231941,63.0661,0.500002,13
14,0,0.01,0.7,1,copy:,1.72365,469782,22.6121,0.918585,12
14,0,0.01,0.7,4,copy:,1.71197,450827,24.4432,0.917486,13
14,0,0.01,0.7,8,copy:,1.7092,440856,25.1792,0.917456,13
14,0,0.01,0.8,1,copy:,1.63068,622827,14.3092,0.964564,13
14,0,0.01,0.8,4,copy:,1.6159,593275,15.6659,0.962722,13
14,0,0.01,0.8,8,copy:,1.61253,579109,16.1925,0.962402,14
14,1,1,0.5,1,copy:,1.89142,603708,24.507,0.424486,13
14,1,1,0.5,4,copy:,1.88632,548115,27.6014,0.429379,12
14,1,1,0.5,8,copy:,1.88488,535694,28.4212,0.429343,13
14,1,1,0.7,1,copy:,1.71743,1162539,9.37629,0.544978,12
14,1,1,0.7,4,copy:,1.70323,1051563,10.6941,0.556967,13
14,1,1,0.7,8,copy:,1.7008,1031648,10.9756,0.556254,13
14,1,1,0.8,1,copy:,1.89551,4546919,1,0.794947,15
14,1,1,0.8,4,copy:,1.87631,4546919,1,0.83657,17
14,1,1,0.8,8,copy:,1.87442,4546919,1,0.840811,19
14,1,0.1,0.5,1,copy:,1.92321,603708,24.507,0.311215,12
14,1,0.1,0.5,4,copy:,1.91679,548115,27.6014,0.323448,13
14,1,0.1,0.5,8,copy:,1.91465,535694,28.4212,0.323357,13
14,1,0.1,0.7,1,copy:,1.72659,1109654,10.0801,0.55012,12
14,1,0.1,0.7,4,copy:,1.71206,1004952,11.4803,0.575294,13
14,1,0.1,0.7,8,copy:,1.70928,986365,11.7748,0.57382,13
14,1,0.1,0.8,1,copy:,1.64365,1376971,6.96427,0.589024,13
14,1,0.1,0.8,4,copy:,1.62357,1241783,7.98111,0.614869,13
14,1,0.1,0.8,8,copy:,1.6199,1217729,8.20144,0.612867,13
14,1,0.01,0.5,1,copy:,1.96861,603708,24.507,0.2779,12
14,1,0.01,0.5,4,copy:,1.96024,548115,27.6014,0.292292,13
14,1,0.01,0.5,8,copy:,1.95709,535694,28.4212,0.292185,13
14,1,0.01,0.7,1,copy:,1.74386,1109654,10.0801,0.551728,12
14,1,0.01,0.7,4,copy:,1.7291,1004952,11.4803,0.580676,13
14,1,0.01,0.7,8,copy:,1.72595,986365,11.7748,0.57897,13
14,1,0.01,0.8,1,copy:,1.65687,1376971,6.96427,0.593623,13
14,1,0.01,0.8,4,copy:,1.6372,1241783,7.98111,0.623,13
14,1,0.01,0.8,8,copy:,1.63333,1217729,8.20144,0.620691,13
